,Customer_ID,total_spending,order_frequency,Region,Alcoholic Beverages_pct,Juices_pct,Soft Drinks_pct,Water_pct,discount_sensitivity,Customer_Type_B2C,Cluster
25,CUS6349,41847.1,327.0,Thüringen,0.774253174,0.106043191,0.076494667,0.043208968,0.0,True,2
26,CUS6350,37874.51,293.0,Sachsen-Anhalt,0.751666226,0.120454628,0.081124482,0.046754664,0.0,True,1
27,CUS6352,42516.82,301.0,Sachsen-Anhalt,0.7824167,0.11572032,0.063980796,0.037882184,0.0,True,1
28,CUS6353,41753.87,296.0,Brandenburg,0.7894291,0.114009073,0.055926552,0.040635275,0.0,True,1
29,CUS6354,45465.99,325.0,Bayern,0.777838776,0.116638613,0.06263429,0.042888322,0.0,True,2
30,CUS635,41427.08,290.0,Niedersachsen,0.7695406,0.123905185,0.063094237,0.043459978,0.0,True,1
31,CUS6351,45900.45,291.0,Saarland,0.795012467,0.101322318,0.068223514,0.0354417,0.0,True,1
32,CUS2265,236140.25,280.0,Niedersachsen,0.764752006,0.11551038,0.082379645,0.037357968,0.084424242,False,3
33,CUS2273,263671.18,307.0,Schleswig-Holstein,0.771760873,0.115545165,0.070283108,0.042410854,0.08362069,False,0
34,CUS2278,263765.12,300.0,Saarland,0.787785587,0.112158802,0.057684276,0.042371334,0.082547699,False,3
35,CUS2279,242401.93,309.0,Mecklenburg-Vorpommern,0.76841323,0.112880949,0.079404648,0.039301172,0.086283186,False,0
36,CUS2266,44965.72,315.0,Niedersachsen,0.768733827,0.12046777,0.063865763,0.046932641,0.0,True,2
37,CUS2267,44218.36,315.0,Saarland,0.762921103,0.124185293,0.071064146,0.041829457,0.0,True,2
38,CUS2268,39976.28,293.0,Niedersachsen,0.766844489,0.109030655,0.076219448,0.047905408,0.0,True,1
39,CUS2269,44513.61,301.0,Mecklenburg-Vorpommern,0.786307154,0.107029962,0.066390257,0.040272627,0.0,True,1
40,CUS227,45439.95,283.0,Baden-Württemberg,0.803959291,0.092178579,0.063325114,0.040537016,0.0,True,1
41,CUS2270,38308.74,316.0,Bremen,0.722025052,0.135624403,0.087296267,0.055054277,0.0,True,2
42,CUS2271,38102.39,288.0,Bremen,0.764957264,0.124090641,0.064152144,0.046799951,0.0,True,1
43,CUS2272,38559.87,311.0,Berlin,0.742989279,0.13840555,0.072056,0.046549171,0.0,True,2
44,CUS2274,45514.78,284.0,Sachsen,0.797751851,0.105326885,0.060066422,0.036854841,0.0,True,1
45,CUS2275,41903.52,300.0,Bayern,0.749631296,0.134386085,0.075708676,0.040273944,0.0,True,1
46,CUS2276,38494.71,280.0,Mecklenburg-Vorpommern,0.764273065,0.125150183,0.073377095,0.037199657,0.0,True,1
47,CUS2277,39266.7,299.0,Nordrhein-Westfalen,0.767019638,0.106105682,0.084004767,0.042869913,0.0,True,1
48,CUS6124,289755.81,287.0,Schleswig-Holstein,0.824424573,0.08855536,0.055283137,0.03173693,0.086217184,False,3
49,CUS6138,221661.64,292.0,Nordrhein-Westfalen,0.768237436,0.120292668,0.072189757,0.039280139,0.083294118,False,3
50,CUS6125,38089.11,277.0,Mecklenburg-Vorpommern,0.786147537,0.105824736,0.066952995,0.041074732,0.0,True,1
51,CUS6126,38341.94,316.0,Hessen,0.735763501,0.124137694,0.083696339,0.056402467,0.0,True,2
52,CUS6127,51887.77,299.0,Berlin,0.83088115,0.089921768,0.045463507,0.033733575,0.0,True,1
53,CUS6128,43358.19,301.0,Baden-Württemberg,0.785471672,0.104895984,0.064667137,0.044965207,0.0,True,1
54,CUS6129,46862.65,310.0,Nordrhein-Westfalen,0.793185618,0.107602963,0.059502397,0.039709022,0.0,True,2
55,CUS613,43435.93,285.0,Berlin,0.781773983,0.120441303,0.058624277,0.039160437,0.0,True,1
56,CUS6130,42178.86,324.0,Sachsen,0.742744351,0.128800067,0.078466085,0.049989497,0.0,True,2
57,CUS6131,42308.75,277.0,Thüringen,0.794759713,0.113800337,0.059429551,0.0320104,0.0,True,1
58,CUS6132,47638.16,324.0,Saarland,0.772780477,0.119762182,0.068887002,0.038570339,0.0,True,2
59,CUS6133,41130.16,325.0,Bremen,0.754176984,0.138784532,0.063271818,0.043766667,0.0,True,2
60,CUS6134,49545.17,303.0,Bayern,0.804825173,0.09719454,0.055984468,0.041995819,0.0,True,2
61,CUS6135,49836.77,324.0,Brandenburg,0.789856766,0.112079093,0.059383463,0.038680677,0.0,True,2
62,CUS6136,39275.3,308.0,Niedersachsen,0.727414176,0.147383979,0.076694258,0.048507586,0.0,True,2
63,CUS6137,45662.17,314.0,Bremen,0.784371176,0.119892462,0.057641369,0.038094992,0.0,True,2
64,CUS1171,241283.51,298.0,Bayern,0.766608004,0.121100775,0.073421802,0.03886942,0.083518931,False,3
65,CUS1172,226005.79,324.0,Nordrhein-Westfalen,0.713101111,0.15019186,0.081251679,0.055455349,0.084151129,False,0
66,CUS1180,259726.33,292.0,Bayern,0.793781786,0.093006512,0.069803089,0.043408614,0.086014406,False,3
67,CUS1170,38657.17,299.0,Sachsen,0.759355897,0.120331105,0.07792914,0.042383858,0.0,True,1
68,CUS1173,38136.66,305.0,Hamburg,0.752172057,0.128931584,0.076195975,0.042700383,0.0,True,2
69,CUS1175,40134.37,290.0,Brandenburg,0.761885885,0.113651217,0.081183036,0.043279862,0.0,True,1
70,CUS1176,40506.24,281.0,Brandenburg,0.769811269,0.122187841,0.068476363,0.039524528,0.0,True,1
71,CUS1177,55329.9,296.0,Hamburg,0.825515318,0.084600551,0.052935935,0.036948196,0.0,True,1
72,CUS1178,43096.83,316.0,Bayern,0.760017384,0.128376031,0.063160794,0.048445791,0.0,True,2
73,CUS1179,42139.04,306.0,Saarland,0.760053622,0.121300343,0.075720994,0.042925041,0.0,True,2
74,CUS118,38324.48,267.0,Brandenburg,0.787262867,0.113737747,0.058057409,0.040941978,0.0,True,1
75,CUS1182,43072.86,312.0,Sachsen-Anhalt,0.766416022,0.121435865,0.066867164,0.04528095,0.0,True,2
76,CUS1183,48219.85,310.0,Baden-Württemberg,0.798723555,0.103342296,0.058800473,0.039133676,0.0,True,2
77,CUS1184,34033.86,265.0,Niedersachsen,0.747592251,0.138771212,0.064002731,0.049633806,0.0,True,1
78,CUS1174,45178.06,305.0,Mecklenburg-Vorpommern,0.798036038,0.108501339,0.056941799,0.036520824,0.0,True,2
79,CUS1181,44825.22,308.0,Sachsen-Anhalt,0.790129084,0.110082895,0.062471528,0.037316493,0.0,True,2
80,CUS9307,287000.68,302.0,Brandenburg,0.809981739,0.095743989,0.054270464,0.040003808,0.083777778,False,0
81,CUS9310,269373.23,324.0,Hamburg,0.743571327,0.131147479,0.084988141,0.040293054,0.084084084,False,0
82,CUS9312,242365.89,272.0,Berlin,0.780185364,0.105351293,0.070918725,0.043544618,0.084080189,False,3
83,CUS9314,246059.63,310.0,Bremen,0.740197407,0.130013444,0.07793367,0.051855479,0.084528908,False,0
84,CUS9308,45343.31,267.0,Niedersachsen,0.826468998,0.087330634,0.051600335,0.034600033,0.0,True,1
85,CUS9309,39753.35,305.0,Sachsen,0.762007982,0.127244622,0.06803804,0.042709357,0.0,True,2
86,CUS931,30004.67,293.0,Bremen,0.715828569,0.148135607,0.084934445,0.051101379,0.0,True,1
87,CUS9311,41191.96,310.0,Hamburg,0.762086582,0.12998726,0.068676266,0.039249892,0.0,True,2
88,CUS9313,40887.67,286.0,Hamburg,0.787934602,0.115354825,0.056010528,0.040700045,0.0,True,1
89,CUS9315,38585.95,294.0,Bayern,0.763101077,0.117653965,0.070741034,0.048503924,0.0,True,1
90,CUS9316,38277.16,279.0,Rheinland-Pfalz,0.773252509,0.112963187,0.073506498,0.040277805,0.0,True,1
91,CUS9317,37924.54,297.0,Sachsen,0.751997519,0.127188359,0.073016574,0.047797547,0.0,True,1
92,CUS9318,39669.42,299.0,Sachsen,0.744919134,0.13503298,0.077480084,0.042567802,0.0,True,1
93,CUS932,46423.75,323.0,Hessen,0.79411422,0.09224998,0.070964108,0.042671693,0.0,True,2
94,CUS9319,37852.54,315.0,Bremen,0.756952638,0.117229914,0.078989944,0.046827505,0.0,True,2
95,CUS9320,38487.32,294.0,Hessen,0.756362355,0.131682071,0.067306063,0.044649511,0.0,True,1
96,CUS4124,277990.84,313.0,Berlin,0.793706692,0.101959475,0.068431176,0.035902658,0.08291714,False,0
97,CUS4127,244612.94,284.0,Brandenburg,0.774972902,0.109670895,0.076093644,0.039262559,0.083505747,False,3
98,CUS4128,250636.87,280.0,Bayern,0.765067526,0.127680098,0.069891513,0.037360864,0.085204678,False,3
99,CUS413,239994.49,311.0,Rheinland-Pfalz,0.743603905,0.116850266,0.089568348,0.049977481,0.083662281,False,0
100,CUS4135,252304.54,286.0,Nordrhein-Westfalen,0.794215435,0.106556664,0.059609946,0.039617955,0.083072289,False,3
101,CUS4122,40577.51,262.0,Hamburg,0.762683319,0.115307716,0.081666421,0.040342544,0.0,True,1
102,CUS4123,42624.95,313.0,Sachsen,0.758837958,0.124918152,0.071181081,0.045062809,0.0,True,2
103,CUS4125,46047.49,319.0,Baden-Württemberg,0.76618921,0.125341468,0.06023021,0.048239111,0.0,True,2
104,CUS4126,47679.93,304.0,Rheinland-Pfalz,0.777362509,0.114943961,0.070173551,0.03751998,0.0,True,2
105,CUS4129,45597.64,303.0,Hamburg,0.790424241,0.113288758,0.055632484,0.040654516,0.0,True,2
106,CUS4130,41459.65,324.0,Schleswig-Holstein,0.756644111,0.113725273,0.082652651,0.046977965,0.0,True,2
107,CUS4131,41121.49,320.0,Sachsen-Anhalt,0.754258175,0.12778501,0.071353932,0.046602883,0.0,True,2
108,CUS4132,34202.25,300.0,Bremen,0.717246965,0.144958884,0.080404067,0.057390084,0.0,True,1
109,CUS4133,42377.5,297.0,Berlin,0.782452009,0.115157336,0.061354964,0.041035691,0.0,True,1
110,CUS4134,40400.67,289.0,Schleswig-Holstein,0.766318727,0.123117018,0.069113458,0.041450798,0.0,True,1
111,CUS4136,36359.58,296.0,Bremen,0.744900244,0.129307599,0.07655809,0.049234067,0.0,True,1
112,CUS5311,247046.5,300.0,Bayern,0.776173109,0.11329098,0.068028043,0.042507868,0.083127803,False,3
113,CUS5303,40457.52,313.0,Berlin,0.747323613,0.124605759,0.075657134,0.052413494,0.0,True,2
114,CUS5304,49995.36,320.0,Niedersachsen,0.798442495,0.101999266,0.061254884,0.038303355,0.0,True,2
115,CUS5305,42678.81,290.0,Baden-Württemberg,0.80351678,0.08760577,0.061822249,0.047055201,0.0,True,1
116,CUS5306,38033.11,279.0,Mecklenburg-Vorpommern,0.753972788,0.12594868,0.07112487,0.048953662,0.0,True,1
117,CUS5307,51927.31,322.0,Thüringen,0.807612796,0.093954222,0.05978203,0.038650953,0.0,True,2
118,CUS5309,45523.4,307.0,Hamburg,0.780509364,0.113107764,0.068760681,0.03762219,0.0,True,2
119,CUS5310,41762.98,295.0,Hamburg,0.755113261,0.127771055,0.073484459,0.043631226,0.0,True,1
120,CUS5312,53164.44,317.0,Bayern,0.82078961,0.087692638,0.053240474,0.038277277,0.0,True,2
121,CUS5313,35425.44,271.0,Hessen,0.756970132,0.117983009,0.073848624,0.051198235,0.0,True,1
122,CUS5314,38608.68,290.0,Saarland,0.761446649,0.129962226,0.064633652,0.043957473,0.0,True,1
123,CUS5315,43442.93,303.0,Hessen,0.768230412,0.126092784,0.065648196,0.040028608,0.0,True,2
124,CUS5316,46454.08,316.0,Hamburg,0.777914233,0.112373983,0.063985768,0.045726016,0.0,True,2
125,CUS5317,42819.26,303.0,Berlin,0.796806857,0.104408624,0.060992413,0.037792106,0.0,True,2
126,CUS531,39849.49,293.0,Hessen,0.775595873,0.110061885,0.069204399,0.045137842,0.0,True,1
127,CUS5308,43193.47,298.0,Hamburg,0.786673541,0.100976606,0.073467355,0.038882498,0.0,True,1
128,CUS7653,262310.86,275.0,Thüringen,0.803962139,0.103448252,0.061043908,0.031545701,0.082885086,False,3
129,CUS7656,234453.95,291.0,Brandenburg,0.769908931,0.112227753,0.075569083,0.042294233,0.081916168,False,3
130,CUS7658,268575.79,287.0,Hamburg,0.780230973,0.103821271,0.072478275,0.04346948,0.084668192,False,3
131,CUS7659,282123.88,309.0,Hamburg,0.776594239,0.112092425,0.071418626,0.039894709,0.083422175,False,0
132,CUS7660,187946.5,266.0,Schleswig-Holstein,0.74395421,0.12146015,0.089200118,0.045385522,0.083266667,False,3
133,CUS7661,218905.38,310.0,Bremen,0.746297282,0.118565702,0.08687781,0.048259207,0.083577053,False,0
134,CUS7651,49000.3,281.0,Mecklenburg-Vorpommern,0.802911207,0.107813013,0.058345153,0.030930627,0.0,True,1
135,CUS7652,44573.74,289.0,Nordrhein-Westfalen,0.819527372,0.087353226,0.055885147,0.037234255,0.0,True,1
136,CUS7654,53155.7,313.0,Hamburg,0.812533181,0.09075245,0.058845053,0.037869316,0.0,True,2
137,CUS7655,49129.45,295.0,Niedersachsen,0.813633981,0.087972285,0.061637368,0.036756365,0.0,True,1
138,CUS7657,45312.46,306.0,Hamburg,0.79388539,0.105254052,0.057966175,0.042894383,0.0,True,2
139,CUS766,35129.07,286.0,Nordrhein-Westfalen,0.753373488,0.114749978,0.082410664,0.04946587,0.0,True,1
140,CUS7662,44740.1,304.0,Schleswig-Holstein,0.783860117,0.11712647,0.0660716,0.032941813,0.0,True,2
141,CUS7663,41142.04,292.0,Sachsen-Anhalt,0.786153287,0.108007284,0.066873446,0.038965982,0.0,True,1
142,CUS7664,43530.95,279.0,Sachsen-Anhalt,0.789765213,0.103558732,0.073338625,0.03333743,0.0,True,1
143,CUS7665,48547.18,350.0,Nordrhein-Westfalen,0.769707324,0.12657522,0.066424662,0.037292794,0.0,True,2
144,CUS1127,232725.76,302.0,Saarland,0.742889528,0.1225203,0.081477659,0.053112513,0.0843717,False,0
145,CUS113,285451.88,290.0,Berlin,0.805053868,0.104582496,0.055633545,0.034730092,0.084867664,False,3
146,CUS1132,245718.22,293.0,Hamburg,0.777040384,0.112603209,0.063177773,0.047178634,0.081590909,False,3
147,CUS1133,300426.06,319.0,Nordrhein-Westfalen,0.802506846,0.097308369,0.05885538,0.041329404,0.083638211,False,0
148,CUS1139,221635.45,268.0,Hessen,0.794180759,0.093607182,0.072269531,0.039942527,0.082951654,False,3
149,CUS1140,255984.0,270.0,Niedersachsen,0.779885969,0.108789417,0.074645603,0.036679011,0.084903382,False,3
150,CUS1128,48547.91,313.0,Mecklenburg-Vorpommern,0.799095574,0.103844635,0.057596918,0.039462873,0.0,True,2
151,CUS1129,38850.61,291.0,Thüringen,0.764647196,0.112224493,0.070358483,0.052769828,0.0,True,1
152,CUS1130,38402.48,259.0,Brandenburg,0.792279561,0.108208116,0.058731363,0.04078096,0.0,True,1
153,CUS1134,51608.53,320.0,Baden-Württemberg,0.802780664,0.103085478,0.058976878,0.035156979,0.0,True,2
154,CUS1135,42143.15,306.0,Brandenburg,0.7734671,0.125088419,0.061002085,0.040442397,0.0,True,2
155,CUS1136,46483.06,314.0,Nordrhein-Westfalen,0.799100576,0.110563934,0.052305937,0.038029553,0.0,True,2
156,CUS1137,47141.73,296.0,Sachsen,0.802605887,0.098845757,0.0526175,0.045930856,0.0,True,1
157,CUS114,39581.5,271.0,Schleswig-Holstein,0.791242626,0.108743984,0.063430896,0.036582494,0.0,True,1
158,CUS1131,39348.63,280.0,Schleswig-Holstein,0.775345927,0.114203214,0.066822149,0.043628711,0.0,True,1
159,CUS1138,43930.38,298.0,Mecklenburg-Vorpommern,0.789961753,0.108431341,0.064170626,0.03743628,0.0,True,1
160,CUS1580,220782.43,301.0,Bremen,0.743432346,0.142007451,0.069547699,0.045012504,0.082611111,False,3
161,CUS1582,243912.78,313.0,Hamburg,0.747478709,0.128370395,0.075780449,0.048370446,0.082374867,False,0
162,CUS1584,240454.32,294.0,Hessen,0.752471197,0.117961366,0.078301983,0.051265454,0.085016287,False,3
163,CUS1585,270332.61,309.0,Saarland,0.784629646,0.099072398,0.076793362,0.039504594,0.083350896,False,0
164,CUS1574,41498.12,338.0,Sachsen-Anhalt,0.723621697,0.13947668,0.085362903,0.05153872,0.0,True,2
165,CUS1575,42331.21,293.0,Nordrhein-Westfalen,0.798023019,0.108283463,0.060518705,0.033174814,0.0,True,1
166,CUS1577,36981.04,299.0,Bayern,0.756314587,0.125837456,0.073168305,0.044679652,0.0,True,1
167,CUS1578,39780.67,301.0,Saarland,0.761985658,0.112652954,0.077701054,0.047660334,0.0,True,1
168,CUS1579,49071.27,307.0,Berlin,0.810892198,0.093855733,0.052756531,0.042495538,0.0,True,2
169,CUS158,42944.13,317.0,Hamburg,0.765080583,0.11907844,0.071955119,0.043885858,0.0,True,2
170,CUS1583,42712.99,304.0,Thüringen,0.769375546,0.111430972,0.074754542,0.04443894,0.0,True,2
171,CUS1586,44952.85,305.0,Berlin,0.801901325,0.09171988,0.067649548,0.038729246,0.0,True,2
172,CUS1587,52583.86,342.0,Rheinland-Pfalz,0.796565904,0.107973816,0.057313214,0.038147066,0.0,True,2
173,CUS1588,47585.17,286.0,Thüringen,0.814632584,0.084418318,0.065128064,0.035821034,0.0,True,1
174,CUS1576,37938.46,321.0,Rheinland-Pfalz,0.734482106,0.135935407,0.080918414,0.048664073,0.0,True,2
175,CUS1581,45480.72,308.0,Nordrhein-Westfalen,0.773650681,0.122909884,0.067982213,0.035457222,0.0,True,2
176,CUS7857,268742.38,302.0,Baden-Württemberg,0.746096615,0.126701118,0.081918341,0.045283926,0.084311633,False,0
177,CUS7861,250018.35,339.0,Brandenburg,0.754020015,0.140043521,0.064651015,0.04128545,0.082935323,False,0
178,CUS7867,230172.79,285.0,Sachsen-Anhalt,0.758668433,0.131841996,0.068481639,0.041007931,0.081921241,False,3
179,CUS7853,40862.38,322.0,Rheinland-Pfalz,0.747767506,0.128282787,0.085441181,0.038508525,0.0,True,2
180,CUS7854,37801.99,295.0,Baden-Württemberg,0.761062314,0.113142721,0.076834844,0.048960121,0.0,True,1
181,CUS7855,43748.05,305.0,Hamburg,0.791285554,0.105797173,0.067291685,0.035625588,0.0,True,2
182,CUS7856,43691.97,331.0,Hamburg,0.769794541,0.111894245,0.075366709,0.042944504,0.0,True,2
183,CUS7858,42979.75,320.0,Sachsen,0.773177601,0.116011843,0.066759113,0.044051443,0.0,True,2
184,CUS7859,34305.56,312.0,Hamburg,0.714933673,0.144299058,0.089382304,0.051384965,0.0,True,2
185,CUS786,46908.1,331.0,Schleswig-Holstein,0.795258601,0.105285015,0.060247804,0.03920858,0.0,True,2
186,CUS7860,42487.33,308.0,Bayern,0.766847905,0.123488579,0.067349961,0.042313556,0.0,True,2
187,CUS7862,39854.05,294.0,Brandenburg,0.776269162,0.114206963,0.067172345,0.04235153,0.0,True,1
188,CUS7863,46509.55,309.0,Bremen,0.785006735,0.112754262,0.061619173,0.04061983,0.0,True,2
189,CUS7864,40315.49,331.0,Mecklenburg-Vorpommern,0.730853327,0.145336693,0.08171921,0.04209077,0.0,True,2
190,CUS7865,43488.19,297.0,Niedersachsen,0.787926561,0.11209963,0.061622247,0.038351562,0.0,True,1
191,CUS7866,47846.32,273.0,Sachsen-Anhalt,0.81503217,0.093611379,0.05864171,0.032714742,0.0,True,1
192,CUS6330,205527.33,277.0,Sachsen-Anhalt,0.746505927,0.120580022,0.083716506,0.049197545,0.083044554,False,3
193,CUS6331,222518.65,291.0,Schleswig-Holstein,0.727149747,0.145683249,0.079017736,0.048149267,0.084503902,False,3
194,CUS6336,242276.23,297.0,Hessen,0.767596062,0.112794062,0.071319213,0.048290664,0.08253012,False,3
195,CUS6338,238575.37,300.0,Thüringen,0.748873825,0.129133699,0.085462384,0.036530091,0.084506243,False,3
196,CUS6326,37470.44,288.0,Sachsen-Anhalt,0.751046158,0.117703448,0.079770881,0.051479513,0.0,True,1
197,CUS6327,38518.31,293.0,Niedersachsen,0.762508012,0.113757068,0.080421753,0.043313167,0.0,True,1
198,CUS6328,37817.62,286.0,Rheinland-Pfalz,0.747851663,0.130759947,0.077408097,0.043980293,0.0,True,1
199,CUS6329,46587.54,291.0,Mecklenburg-Vorpommern,0.807966036,0.09848921,0.056472396,0.037072359,0.0,True,1
200,CUS6332,37809.66,294.0,Sachsen-Anhalt,0.759118966,0.113487664,0.077406409,0.049986961,0.0,True,1
201,CUS6333,40758.05,291.0,Hamburg,0.796678938,0.100840693,0.057013768,0.045466601,0.0,True,1
202,CUS6334,50767.18,305.0,Brandenburg,0.797410453,0.106115211,0.06034962,0.036124717,0.0,True,2
203,CUS6335,38137.55,308.0,Bremen,0.754902976,0.132252858,0.065768776,0.047075389,0.0,True,2
204,CUS6337,38780.29,308.0,Hessen,0.723863334,0.138221246,0.088934611,0.04898081,0.0,True,2
205,CUS634,44299.91,321.0,Sachsen,0.778678783,0.108719634,0.066881174,0.045720409,0.0,True,2
206,CUS633,54599.89,317.0,Saarland,0.823054222,0.085690649,0.055373921,0.035881208,0.0,True,2
207,CUS6339,43750.75,288.0,Brandenburg,0.794360325,0.112707782,0.056475832,0.036456061,0.0,True,1
208,CUS6082,181026.52,257.0,Hessen,0.71239667,0.144683497,0.092559145,0.050360687,0.08306846,False,3
209,CUS6088,233998.26,296.0,Bremen,0.768318747,0.125561318,0.066320109,0.039799826,0.082939189,False,3
210,CUS6093,246899.65,310.0,Baden-Württemberg,0.753693332,0.119317707,0.085204131,0.04178483,0.084447983,False,0
211,CUS6081,48098.57,338.0,Thüringen,0.772798443,0.117980846,0.063092104,0.046128606,0.0,True,2
212,CUS6083,45101.86,293.0,Hamburg,0.799594296,0.105888759,0.059422383,0.035094562,0.0,True,1
213,CUS6084,44474.13,303.0,Hessen,0.787047211,0.107319019,0.068328037,0.037305733,0.0,True,2
214,CUS6085,36970.74,270.0,Saarland,0.757654026,0.116304137,0.076879716,0.049162121,0.0,True,1
215,CUS6086,41219.98,290.0,Sachsen-Anhalt,0.783053995,0.115877543,0.061240204,0.039828258,0.0,True,1
216,CUS6087,43717.25,296.0,Sachsen-Anhalt,0.787563948,0.111459664,0.059971522,0.041004867,0.0,True,1
217,CUS6089,42909.26,253.0,Sachsen,0.802600185,0.097918491,0.062702316,0.036779008,0.0,True,1
218,CUS609,52346.75,306.0,Sachsen,0.819464819,0.094127143,0.054140515,0.032267524,0.0,True,2
219,CUS6091,44552.01,299.0,Nordrhein-Westfalen,0.788106305,0.108709798,0.067235799,0.035948098,0.0,True,1
220,CUS6094,40776.25,285.0,Brandenburg,0.786463689,0.110784587,0.056084608,0.046667116,0.0,True,1
221,CUS6095,43087.88,299.0,Niedersachsen,0.787577156,0.107190932,0.060376375,0.044855537,0.0,True,1
222,CUS6090,36465.59,321.0,Bremen,0.718748003,0.149835502,0.074785572,0.056630922,0.0,True,2
223,CUS6092,45532.85,292.0,Baden-Württemberg,0.786223792,0.111108573,0.062266913,0.040400722,0.0,True,1
224,CUS725,261367.79,293.0,Saarland,0.791652254,0.108708766,0.059973534,0.039665446,0.082613511,False,3
225,CUS7254,273906.48,307.0,Brandenburg,0.792875729,0.097918129,0.07130828,0.037897862,0.083262032,False,0
226,CUS7261,223174.1,283.0,Mecklenburg-Vorpommern,0.738364398,0.133665735,0.084631236,0.043338631,0.08307783,False,3
227,CUS7249,43404.66,306.0,Hamburg,0.779042389,0.115968654,0.067179653,0.037809304,0.0,True,2
228,CUS7250,42791.69,312.0,Sachsen,0.773917319,0.10808407,0.072982628,0.045015983,0.0,True,2
229,CUS7251,50239.61,312.0,Nordrhein-Westfalen,0.783239758,0.118608604,0.059109137,0.039042501,0.0,True,2
230,CUS7252,41010.14,330.0,Baden-Württemberg,0.769346313,0.118907178,0.064717653,0.047028857,0.0,True,2
231,CUS7253,43945.67,289.0,Rheinland-Pfalz,0.798719646,0.102517495,0.063447662,0.035315197,0.0,True,1
232,CUS7256,44368.69,317.0,Rheinland-Pfalz,0.775920362,0.110963384,0.06890963,0.044206624,0.0,True,2
233,CUS7257,47313.7,314.0,Mecklenburg-Vorpommern,0.779446968,0.110628211,0.06489558,0.045029241,0.0,True,2
234,CUS7258,34370.69,280.0,Sachsen,0.762418503,0.111661418,0.074256292,0.051663787,0.0,True,1
235,CUS7259,35755.53,280.0,Schleswig-Holstein,0.754291434,0.12606106,0.066963348,0.052684158,0.0,True,1
236,CUS726,35240.39,283.0,Sachsen,0.736910687,0.140892311,0.071643078,0.050553924,0.0,True,1
237,CUS7260,47660.12,318.0,Niedersachsen,0.788141742,0.113675752,0.057506779,0.040675726,0.0,True,2
238,CUS7248,36658.64,298.0,Bremen,0.749188731,0.122668762,0.075880611,0.052261895,0.0,True,1
239,CUS7255,46558.89,320.0,Baden-Württemberg,0.772068449,0.117262675,0.069412093,0.041256783,0.0,True,2
240,CUS4253,246652.37,296.0,Bayern,0.769957005,0.112829688,0.072543029,0.044670278,0.083981693,False,3
